-2.0787,0.35301,-0.4209,1
-2.0787,-0.26249,-0.14273,1
-2.0787,0.66075,-0.55999,1
-1.9862,-1.1857,-0.28181,1
-1.9862,0.66075,-0.0036363,1
-1.801,-1.4935,0.8309,1
-1.801,-0.87799,-0.55999,1
-1.7085,-1.1857,-0.55999,2
-1.7085,0.9685,0.69181,2
-1.7085,-1.4935,3.6127,1
-1.7085,-0.87799,-0.4209,1
-1.7085,-0.57024,0.8309,1
-1.7085,1.2763,0.41363,1
-1.7085,-0.87799,-0.55999,1
-1.6159,0.35301,1.2482,1
-1.6159,0.045257,-0.55999,1
-1.5234,-0.87799,-0.4209,1
-1.5234,1.8917,-0.55999,1
-1.4308,-0.87799,-0.55999,1
-1.4308,0.045257,-0.55999,1
-1.4308,-1.4935,-0.55999,1
-1.4308,-1.1857,0.27454,1
-1.4308,-0.87799,1.5263,1
-1.4308,0.045257,-0.55999,1
-1.3382,1.8917,2.3609,2
-1.3382,-1.1857,-0.28181,1
-1.3382,-0.87799,-0.55999,1
-1.3382,-0.87799,-0.55999,1
-1.3382,-0.26249,-0.14273,1
-1.3382,0.35301,-0.4209,1
-1.3382,0.9685,-0.55999,1
-1.3382,0.9685,0.96999,1
-1.3382,-0.87799,-0.4209,1
-1.3382,1.2763,0.13545,1
-1.2457,0.9685,-0.55999,2
-1.2457,0.045257,-0.55999,1
-1.2457,1.2763,-0.55999,1
-1.2457,-1.4935,-0.55999,1
-1.2457,-1.1857,-0.28181,1
-1.2457,0.045257,-0.0036363,1
-1.1531,-1.4935,-0.28181,1
-1.1531,-1.4935,-0.55999,1
-1.1531,0.66075,-0.55999,1
-1.0605,-0.87799,2.6391,2
-1.0605,0.35301,-0.55999,2
-1.0605,1.2763,-0.55999,2
-1.0605,-1.4935,-0.55999,1
-1.0605,-1.1857,0.55272,1
-1.0605,-1.1857,-0.55999,1
-1.0605,0.35301,-0.55999,1
-1.0605,1.8917,0.55272,1
-1.0605,0.66075,-0.55999,1
-1.0605,0.66075,-0.55999,1
-0.96798,1.8917,-0.4209,2
-0.96798,-1.1857,-0.55999,2
-0.96798,-1.4935,-0.55999,1
-0.96798,-0.87799,-0.4209,1
-0.96798,-1.1857,-0.28181,1
-0.96798,-0.57024,-0.0036363,1
-0.96798,-0.26249,2.2218,1
-0.96798,0.66075,-0.55999,1
-0.96798,0.045257,-0.4209,1
-0.87542,-1.4935,6.6726,2
-0.87542,-1.1857,-0.28181,2
-0.87542,0.35301,-0.55999,2
-0.87542,0.35301,-0.55999,2
-0.87542,0.045257,1.3873,1
-0.87542,0.35301,-0.28181,1
-0.87542,0.35301,-0.14273,1
-0.87542,-0.87799,-0.55999,1
-0.87542,0.045257,-0.28181,1
-0.87542,0.66075,-0.55999,1
-0.87542,0.9685,-0.0036363,1
-0.78285,0.35301,0.27454,2
-0.78285,-1.4935,0.69181,2
-0.78285,0.045257,2.0827,2
-0.78285,-0.57024,-0.55999,1
-0.78285,0.045257,-0.4209,1
-0.78285,-0.57024,-0.55999,1
-0.78285,1.2763,1.6654,1
-0.69029,0.66075,0.27454,2
-0.69029,0.9685,-0.55999,2
-0.69029,1.2763,-0.4209,2
-0.69029,-0.87799,-0.55999,1
-0.69029,1.2763,-0.55999,1
-0.69029,-1.1857,1.3873,1
-0.69029,0.35301,-0.55999,1
-0.69029,1.584,-0.55999,1
-0.69029,1.2763,-0.4209,1
-0.59773,-1.4935,-0.28181,2
-0.59773,1.8917,-0.14273,2
-0.59773,-0.26249,0.13545,2
-0.59773,0.66075,2.2218,2
-0.59773,-0.26249,-0.55999,1
-0.59773,-1.4935,-0.14273,1
-0.59773,0.045257,-0.55999,1
-0.50516,0.045257,2.6391,2
-0.50516,-0.26249,-0.55999,2
-0.50516,0.66075,-0.55999,2
-0.50516,-0.57024,-0.55999,1
-0.50516,0.045257,0.27454,1
-0.50516,0.9685,-0.55999,1
-0.50516,1.2763,-0.55999,1
-0.50516,-1.4935,-0.14273,1
-0.50516,-0.87799,-0.0036363,1
-0.50516,1.584,-0.0036363,1
-0.50516,0.9685,1.1091,1
-0.4126,-1.4935,0.96999,2
-0.4126,-1.4935,0.96999,2
-0.4126,1.2763,0.41363,2
-0.4126,-0.57024,0.55272,1
-0.4126,-0.26249,-0.28181,1
-0.4126,0.35301,-0.55999,1
-0.4126,0.9685,-0.55999,1
-0.32004,0.045257,-0.55999,2
-0.32004,0.35301,0.8309,2
-0.32004,-0.57024,-0.4209,1
-0.32004,-0.26249,-0.55999,1
-0.32004,0.9685,-0.55999,1
-0.32004,-0.87799,-0.4209,1
-0.32004,-0.26249,-0.4209,1
-0.32004,0.045257,-0.14273,1
-0.32004,-0.57024,-0.55999,1
-0.32004,1.2763,-0.4209,1
-0.22748,0.045257,1.2482,2
-0.22748,0.35301,-0.55999,2
-0.22748,-1.1857,-0.55999,1
-0.22748,-0.57024,0.27454,1
-0.22748,-0.57024,-0.55999,1
-0.22748,0.045257,-0.4209,1
-0.22748,-1.4935,-0.4209,1
-0.22748,-1.1857,-0.28181,1
-0.22748,-0.57024,-0.55999,1
-0.22748,0.35301,-0.55999,1
-0.22748,0.66075,-0.0036363,1
-0.22748,0.9685,-0.4209,1
-0.13491,-1.1857,1.2482,2
-0.13491,-1.1857,-0.14273,2
-0.13491,0.35301,0.41363,1
-0.13491,-1.1857,-0.4209,1
-0.13491,0.66075,-0.55999,1
-0.13491,0.9685,-0.4209,1
-0.042349,1.8917,-0.14273,2
-0.042349,-1.1857,-0.28181,2
-0.042349,-0.26249,-0.14273,2
-0.042349,0.9685,-0.0036363,2
-0.042349,-0.57024,-0.55999,1
-0.042349,0.045257,-0.0036363,1
-0.042349,1.8917,-0.55999,1
-0.042349,-0.87799,-0.0036363,1
-0.042349,-0.87799,0.13545,1
-0.042349,-0.26249,-0.55999,1
-0.042349,-0.26249,-0.4209,1
-0.042349,0.35301,-0.55999,1
-0.042349,0.66075,-0.55999,1
-0.042349,1.584,-0.55999,1
0.050214,-1.4935,-0.0036363,2
0.050214,0.66075,-0.4209,2
0.050214,-1.1857,-0.14273,2
0.050214,-0.87799,0.69181,2
0.050214,0.045257,2.7781,2
0.050214,0.66075,1.1091,2
0.050214,-1.4935,-0.4209,1
0.050214,-0.87799,-0.4209,1
0.050214,-0.87799,-0.28181,1
0.050214,-0.57024,-0.4209,1
0.050214,0.045257,-0.55999,1
0.14278,-0.87799,0.96999,2
0.14278,0.66075,2.6391,2
0.14278,0.66075,0.13545,2
0.14278,1.584,0.41363,2
0.14278,-1.1857,0.41363,1
0.14278,-0.87799,-0.14273,1
0.14278,0.9685,-0.55999,1
0.14278,1.2763,5.8381,1
0.14278,-0.26249,-0.55999,1
0.14278,1.8917,0.41363,1
0.14278,0.045257,2.0827,1
0.14278,-1.4935,-0.4209,1
0.14278,-0.26249,-0.55999,1
0.23534,0.045257,0.27454,2
0.23534,1.584,1.5263,2
0.23534,-1.4935,-0.4209,1
0.23534,-1.4935,-0.55999,1
0.23534,-1.4935,-0.4209,1
0.23534,0.9685,1.9436,1
0.23534,0.9685,-0.55999,1
0.23534,1.8917,-0.14273,1
0.23534,1.8917,2.5,1
0.23534,1.2763,-0.4209,1
0.3279,0.66075,0.69181,2
0.3279,0.9685,-0.14273,2
0.3279,-0.87799,-0.55999,1
0.3279,0.9685,-0.28181,1
0.3279,0.9685,-0.4209,1
0.3279,1.2763,-0.55999,1
0.3279,-0.87799,-0.55999,1
0.42047,-0.57024,0.13545,2
0.42047,-0.26249,1.3873,2
0.42047,0.35301,-0.4209,2
0.42047,0.35301,0.69181,1
0.42047,1.8917,-0.55999,1
0.42047,-0.57024,-0.55999,1
0.42047,-0.26249,-0.55999,1
0.42047,0.045257,-0.55999,1
0.42047,0.35301,-0.55999,1
0.42047,0.35301,-0.55999,1
0.42047,1.2763,-0.55999,1
0.51303,-1.1857,-0.55999,1
0.51303,-0.87799,-0.14273,1
0.51303,-0.57024,-0.4209,1
0.51303,1.2763,-0.55999,1
0.51303,-1.4935,-0.55999,1
0.51303,-1.4935,-0.14273,1
0.51303,-0.57024,-0.28181,1
0.60559,-0.26249,4.3081,2
0.60559,-0.87799,-0.55999,1
0.60559,0.045257,-0.55999,1
0.60559,0.35301,-0.4209,1
0.60559,0.35301,-0.0036363,1
0.60559,0.35301,-0.55999,1
0.60559,0.35301,0.41363,1
0.60559,1.2763,-0.14273,1
0.69815,-1.1857,1.8045,2
0.69815,0.66075,-0.55999,2
0.69815,-0.57024,-0.4209,1
0.69815,1.2763,-0.28181,1
0.69815,-0.57024,2.9172,1
0.69815,0.35301,-0.55999,1
0.79072,-0.26249,0.13545,2
0.79072,0.66075,-0.55999,2
0.79072,1.584,-0.4209,2
0.79072,-1.1857,-0.55999,1
0.79072,-1.1857,-0.55999,1
0.79072,0.35301,-0.55999,1
0.79072,0.66075,0.55272,1
0.79072,1.584,-0.55999,1
0.79072,-1.1857,-0.55999,1
0.88328,-1.1857,1.2482,2
0.88328,-1.4935,-0.55999,2
0.88328,0.66075,2.0827,2
0.88328,-0.26249,0.27454,1
0.88328,0.9685,-0.55999,1
0.88328,0.9685,-0.55999,1
0.88328,-1.4935,-0.55999,1
0.97584,-0.87799,-0.4209,2
0.97584,-0.57024,-0.55999,1
0.97584,-0.26249,-0.55999,1
0.97584,0.045257,-0.55999,1
0.97584,0.045257,-0.55999,1
0.97584,0.9685,-0.55999,1
0.97584,-0.57024,0.69181,1
0.97584,-0.57024,3.3345,1
1.0684,-1.4935,-0.55999,1
1.0684,0.66075,2.5,1
1.0684,0.9685,-0.55999,1
1.0684,-0.57024,-0.55999,1
1.0684,1.584,-0.55999,1
1.161,-1.4935,-0.55999,2
1.161,-0.57024,-0.28181,2
1.161,-0.26249,2.5,2
1.161,0.9685,1.5263,2
1.161,-1.4935,-0.55999,1
1.161,0.35301,-0.55999,1
1.161,1.2763,-0.55999,1
1.161,-1.1857,-0.28181,1
1.161,0.35301,-0.55999,1
1.161,1.2763,-0.4209,1
1.2535,-1.4935,-0.55999,2
1.2535,-0.57024,1.2482,2
1.2535,-1.4935,-0.55999,1
1.2535,-1.4935,-0.4209,1
1.2535,1.584,-0.55999,1
1.3461,0.35301,0.55272,2
1.3461,0.045257,-0.4209,2
1.3461,0.9685,-0.55999,1
1.3461,0.9685,-0.55999,1
1.3461,-0.57024,-0.55999,1
1.3461,0.66075,-0.55999,1
1.4387,1.2763,-0.55999,1
1.4387,1.584,-0.55999,1
1.5312,1.2763,0.55272,2
1.5312,-0.87799,-0.55999,1
1.5312,0.66075,-0.55999,1
1.5312,0.9685,-0.55999,1
1.6238,-1.4935,-0.55999,2
1.6238,-1.4935,-0.0036363,2
1.6238,0.9685,1.3873,1
1.6238,1.2763,-0.55999,1
1.6238,1.584,-0.55999,1
1.6238,-1.1857,0.55272,1
1.6238,0.045257,-0.55999,1
1.7163,1.584,-0.28181,1
1.8089,0.045257,-0.55999,2
1.8089,-1.4935,-0.55999,1
1.8089,0.35301,-0.55999,1
1.8089,1.2763,-0.14273,1
1.9015,-0.26249,-0.55999,1
1.9015,1.584,-0.55999,1
1.994,0.66075,-0.14273,2
1.994,0.045257,-0.55999,1
2.0866,-0.26249,-0.4209,1
2.1792,1.2763,-0.55999,1
2.2717,0.66075,-0.14273,1
2.3643,0.66075,-0.4209,2
2.8271,-1.4935,-0.28181,2
